Price,Close,High,Low,Open,Volume,Ticker
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,
Date,,,,,,
2020-01-01,675.32421875,683.1529137163456,673.490123328754,679.0819971118469,14004468,RELIANCE.NS
2020-01-02,686.8212280273438,689.3487905881979,676.397899264457,676.397899264457,17710316,RELIANCE.NS
2020-01-03,687.6488647460938,689.6619561224467,681.3187895160008,685.7923126356704,20984698,RELIANCE.NS
2020-01-06,671.70068359375,683.5107670428088,670.13493269889,679.9767186772816,24519177,RELIANCE.NS
2020-01-07,682.0345458984375,686.4633346701793,677.0688889990518,679.5293205694625,16683622,RELIANCE.NS
2020-01-08,676.912353515625,686.440941615489,675.5032015883575,677.7399630034671,16047902,RELIANCE.NS
2020-01-09,692.5026245117188,693.3973052036212,685.0094646794911,688.2975058097518,14982742,RELIANCE.NS
2020-01-10,692.3460083007812,696.9537331994524,688.7671661721967,694.247234586273,12478359,RELIANCE.NS
2020-01-13,690.5790405273438,697.289325272827,688.2080768341074,691.182979891191,18282382,RELIANCE.NS
2020-01-14,684.181884765625,693.3973351908096,680.8043754201078,688.9238120878065,15816535,RELIANCE.NS
2020-01-15,681.6990356445312,688.8790573291237,679.1938699492092,687.0672990416617,15817859,RELIANCE.NS
2020-01-16,687.9842529296875,690.4223472080394,683.5554644082378,684.0028644434916,12847975,RELIANCE.NS
2020-01-17,707.2653198242188,709.0323441677112,694.8288990509899,694.9631011634697,29463471,RELIANCE.NS
2020-01-20,685.5015258789062,719.7911481994419,682.839761284159,719.7911481994419,32545850,RELIANCE.NS
2020-01-21,686.1949462890625,691.5408127343894,680.8714169985212,683.8239827310947,18922720,RELIANCE.NS
2020-01-22,685.9489135742188,691.9434536836012,684.9423678831845,690.71323780845,10322817,RELIANCE.NS
2020-01-23,683.0411376953125,689.796156393504,680.2899048582964,687.3580618125278,11247739,RELIANCE.NS
2020-01-24,680.6701049804688,687.2909208972738,679.3280242942884,683.1081395891008,14628445,RELIANCE.NS
2020-01-27,673.9598388671875,681.9674704241261,673.2664314282462,677.6952802850295,13387750,RELIANCE.NS
2020-01-28,658.3919067382812,675.5031818296184,654.7459935025485,674.8768456496997,24532236,RELIANCE.NS
2020-01-29,662.0154418945312,668.5243925324733,654.9472262974796,659.4207487202938,24746565,RELIANCE.NS
2020-01-30,645.8660278320312,661.9483606637074,644.1884717288344,661.6352224321117,22402689,RELIANCE.NS
2020-01-31,631.5060424804688,650.115939458839,629.5153479649114,650.004074503463,34750310,RELIANCE.NS
2020-02-03,619.8077392578125,626.2720164126083,609.7646795449248,612.8290505582687,30712290,RELIANCE.NS
2020-02-04,638.1044921875,640.8333280510134,625.3101998110101,626.2943485822723,25383901,RELIANCE.NS
2020-02-05,647.990966796875,649.9145900708021,639.8491930659694,641.9069587229454,18472100,RELIANCE.NS
2020-02-06,652.1513671875,656.267018049872,644.2332634474068,650.496207815146,15538577,RELIANCE.NS
2020-02-07,641.3478393554688,649.7133433335028,638.9544787429636,649.1094039600182,12209212,RELIANCE.NS
2020-02-10,642.2200927734375,646.6488813487252,630.9691553464403,638.8201869242226,15142476,RELIANCE.NS
2020-02-11,649.8922119140625,655.9090886918525,646.4475719077193,647.4988515504008,13999816,RELIANCE.NS
2020-02-12,657.7432861328125,659.7787743619559,650.8987994375913,651.4132707150139,13533565,RELIANCE.NS
2020-02-13,659.4656372070312,661.0761223794466,654.2987062507549,661.0761223794466,13565659,RELIANCE.NS
2020-02-14,665.4825439453125,671.6783575404241,650.0488229864293,660.8524216851458,21227841,RELIANCE.NS
2020-02-17,661.2997436523438,673.7808982963232,659.5327193324579,666.108801931165,13149130,RELIANCE.NS
2020-02-18,656.4459228515625,660.248435272722,651.9723999060855,660.248435272722,11127161,RELIANCE.NS
2020-02-19,672.7295532226562,673.9150349477495,659.8905275306022,661.7917537765035,14084409,RELIANCE.NS
2020-02-20,664.744384765625,674.6085086758875,663.7825731086709,669.6876451612479,16892268,RELIANCE.NS
2020-02-24,646.40283203125,660.7404777544862,643.9871345353313,657.4971707893623,21370214,RELIANCE.NS
2020-02-25,633.6309204101562,649.2882495489266,630.7678229370605,649.2882495489266,27745062,RELIANCE.NS
2020-02-26,622.7154541015625,631.8190982347916,620.6352917833475,630.7678186366056,29362748,RELIANCE.NS
2020-02-27,620.1432495117188,623.5207586374837,612.4263599498594,620.9260652375485,25054993,RELIANCE.NS
2020-02-28,594.3756103515625,607.0580958283585,592.7427884250544,606.1186214911856,39315769,RELIANCE.NS
2020-03-02,588.7838745117188,612.4264415419138,582.0511925175142,606.2082308653773,29500495,RELIANCE.NS
2020-03-03,600.7280883789062,605.6713484615526,591.4007735026032,594.8454135797672,27398798,RELIANCE.NS
2020-03-04,599.3189697265625,605.6266480626504,585.0931280116588,604.821435403794,22105261,RELIANCE.NS
2020-03-05,586.5469970703125,607.4831207123542,584.2431048990697,604.9108243565992,30510390,RELIANCE.NS
2020-03-06,568.5857543945312,576.2579099445863,555.2099199542964,568.1384140570675,33734039,RELIANCE.NS
2020-03-09,498.4184265136719,555.1651580471522,489.85162058131226,554.7401548853941,88187018,RELIANCE.NS
2020-03-11,516.0441284179688,527.1832005807552,495.6671803789598,495.6671803789598,59578576,RELIANCE.NS
2020-03-12,475.5363464355469,492.5357574215292,469.13920029845366,485.3781326945414,55970485,RELIANCE.NS
2020-03-13,494.4593811035156,509.98250923399024,421.58557799627334,446.45838815033005,73297403,RELIANCE.NS
2020-03-16,454.37652587890625,483.0071128058158,449.5898351157526,474.44030673011787,38482258,RELIANCE.NS
2020-03-17,450.93194580078125,474.19430109253625,448.7846523850041,468.4905324264047,45445979,RELIANCE.NS
2020-03-18,433.261474609375,463.4130789981454,429.90633253193516,458.6711221665263,44730415,RELIANCE.NS
2020-03-19,410.5359191894531,432.59042415452996,399.12841250234374,411.6095658236809,61404010,RELIANCE.NS
2020-03-20,455.3830871582031,462.9657149231966,416.03836966442924,420.2882223245293,63360475,RELIANCE.NS
2020-03-23,395.4824523925781,424.9853792501643,391.72467468717616,409.8648302373578,40670949,RELIANCE.NS
2020-03-24,422.0329284667969,433.9325104811008,400.73893016882965,416.03838849257653,45734887,RELIANCE.NS
2020-03-25,484.1478576660156,515.1494078462537,430.912866475202,431.15890365113535,73130298,RELIANCE.NS
2020-03-26,476.9678039550781,499.6486136007236,466.29843942879904,490.2094647326891,45744488,RELIANCE.NS
2020-03-27,476.6994323730469,495.3540612398386,468.02079126607595,489.8516259919914,41657940,RELIANCE.NS
2020-03-30,460.9750061035156,480.815118140311,456.30017996614265,465.51565999753865,30229866,RELIANCE.NS
2020-03-31,498.2395324707031,505.41952430798887,468.8260681247117,480.4348787671312,44292810,RELIANCE.NS
2020-04-01,483.3426818847656,503.09329603601816,467.5734864710347,502.04201634176945,41597459,RELIANCE.NS
2020-04-03,482.0005798339844,507.4997254458984,472.5390630031507,507.4997254458984,41367807,RELIANCE.NS
2020-04-07,539.5525512695312,543.0865994063779,492.0883712024452,493.0278157060707,54373624,RELIANCE.NS
2020-04-08,533.3119506835938,549.7969487728319,518.929571501776,527.8766166035285,49880330,RELIANCE.NS
2020-04-09,545.7483520507812,551.4968241624882,533.692202595293,543.0865877041133,33032857,RELIANCE.NS
2020-04-13,531.969970703125,543.534047096568,527.8766572382242,538.590786977077,23673784,RELIANCE.NS
2020-04-15,514.3888549804688,552.9283228822885,511.3244846445434,535.5039122780124,35321842,RELIANCE.NS
2020-04-16,522.53076171875,531.2094028193618,512.2192985890305,514.3889290016788,37455706,RELIANCE.NS
2020-04-17,547.5601196289062,550.2442808995188,533.535612903734,543.9813374764348,33269335,RELIANCE.NS
2020-04-20,556.4177856445312,562.3227974116861,537.7184224485133,548.4548889228998,36030932,RELIANCE.NS
2020-04-21,553.5324096679688,560.0860954670951,520.719067459836,541.2972622124873,61371628,RELIANCE.NS
2020-04-22,610.0106811523438,619.5393292310587,581.5590584712065,590.5061043699907,142683366,RELIANCE.NS
2020-04-23,613.2764282226562,619.964375961398,605.4029986108286,611.6883400063555,65464502,RELIANCE.NS
2020-04-24,633.8993530273438,668.7705176942633,602.6741016877038,603.9937855419026,134986308,RELIANCE.NS
2020-04-27,639.6030883789062,659.8458058753123,636.5834515375906,641.5043146604703,58482901,RELIANCE.NS
2020-04-28,638.8873291015625,651.1000185601599,622.7825996528488,648.6619839341811,78453401,RELIANCE.NS
2020-04-29,638.3505249023438,650.2948710877204,635.2414197546999,646.3805532770238,37494672,RELIANCE.NS
2020-04-30,655.819580078125,668.7704701010864,643.316090084503,650.4289800984051,71345899,RELIANCE.NS
2020-05-04,642.0411987304688,655.3722993617022,634.100638844068,644.1884921115068,53456868,RELIANCE.NS
2020-05-05,653.4263305664062,661.6352953042017,647.4094531412376,650.3172850620577,44903763,RELIANCE.NS
2020-05-06,653.4710693359375,664.2970042488814,646.6489200756587,654.9249553114857,40489094,RELIANCE.NS
2020-05-07,674.1387939453125,677.1360939711861,646.4253105657003,650.8988338602702,50026966,RELIANCE.NS
2020-05-08,698.6760864257812,706.7731256998821,687.6264217526766,691.1605298647231,84262770,RELIANCE.NS
2020-05-11,705.3863525390625,722.475230772329,703.3732613494101,706.817841580586,67085063,RELIANCE.NS
2020-05-12,661.7470703125,701.6062908611085,655.372320874391,700.0181429966896,100683202,RELIANCE.NS
2020-05-13,675.7871704101562,689.5833490177412,656.6169951579172,689.5833490177412,66430125,RELIANCE.NS
2020-05-14,648.4657592773438,675.9000855316069,645.8013667337839,663.3909205122524,49266771,RELIANCE.NS
2020-05-15,659.0556030273438,662.3522442657764,639.0499950684349,652.1010439801705,62152260,RELIANCE.NS
2020-05-18,650.6334228515625,669.2616544401022,644.875632962838,663.842565100716,62796089,RELIANCE.NS
2020-05-19,636.2501831054688,660.0943806330317,633.6987303989603,657.9718729953,42315854,RELIANCE.NS
2020-05-20,647.4496459960938,653.3881033587526,629.0697531498768,636.7468651669092,55320985,RELIANCE.NS
