Price,Date,Close,High,Low,Open,Volume,Ticker,SMA_20,SMA_50,RSI,Returns,Volatility
Ticker,,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,,,,,
0,2020-01-01,1866.1142578125,1880.1469652107844,1854.4057622411017,1866.4585387830589,1354908,TCS.NS,,,,,
1,2020-01-02,1857.5477294921875,1876.7461198442331,1850.2730610686465,1876.7461198442331,2380752,TCS.NS,,,,-0.0045905701027944,
2,2020-01-03,1894.567138671875,1913.808618436803,1863.0147774616473,1863.0147774616473,4655761,TCS.NS,,,,0.01992918329469129,
3,2020-01-06,1894.3948974609375,1916.3481665455297,1883.5904033845218,1898.312091432383,3023209,TCS.NS,,,,-9.091322625720544e-05,
4,2020-01-07,1899.043701171875,1906.6195621431602,1880.060540719551,1894.4377357594697,2429317,TCS.NS,,,,0.002453978163247994,
5,2020-01-08,1941.5731201171875,1945.6624549228884,1895.7726123300868,1898.3122624358268,5197454,TCS.NS,,,,0.022395176540207062,
6,2020-01-09,1906.3619384765625,1938.732126781632,1902.6168845172504,1935.9772484426094,3734173,TCS.NS,,,,-0.018135387885108267,
7,2020-01-10,1905.6727294921875,1923.2783464459674,1900.8946235240358,1918.1128719255216,1915807,TCS.NS,,,,-0.00036153102433722495,
8,2020-01-13,1885.6995849609375,1910.3215538243012,1880.8353037248214,1909.3746762816877,2843893,TCS.NS,,,,-0.010480889096089574,
9,2020-01-14,1899.947509765625,1919.662530025515,1889.702736180538,1889.702736180538,2948452,TCS.NS,,,,0.00755577660318707,
10,2020-01-15,1917.166015625,1920.695841046894,1889.0142181269018,1905.1994156148705,2620681,TCS.NS,,,,0.009062621872905963,
11,2020-01-16,1927.4112548828125,1936.192521748613,1906.921492073445,1917.2093560548792,3117214,TCS.NS,,,,0.005343949962764549,
12,2020-01-17,1910.45068359375,1940.1090720709492,1905.1990341752853,1929.0893519332446,3281059,TCS.NS,,,,-0.0087996639254313,
13,2020-01-20,1868.4814453125,1930.337879575038,1856.2994078692968,1889.6166781001389,5817599,TCS.NS,,,50.47447866558747,-0.02196823955816629,
14,2020-01-21,1869.083984375,1882.4281271198668,1857.892122718015,1868.136896622852,1902980,TCS.NS,,,50.5938171546961,0.0003224752721049384,
15,2020-01-22,1899.947509765625,1902.6164223047788,1871.365259847378,1877.6499624645803,1773686,TCS.NS,,,57.78403378783282,0.016512647718687434,
16,2020-01-23,1890.49951171875,1913.6244029087607,1884.2437223281115,1906.7646483988144,2069866,TCS.NS,,,49.16912440144142,-0.004972767930857436,
17,2020-01-24,1883.9844970703125,1890.4991877273208,1872.4221587873521,1890.4991877273208,1319430,TCS.NS,,,47.927225142597145,-0.003446186898252268,
18,2020-01-27,1871.7750244140625,1892.656372435524,1868.1078381267466,1889.4206198290688,1549101,TCS.NS,,,44.72932536969164,-0.006480665140948028,
19,2020-01-28,1884.286865234375,1887.781520671304,1856.8908226602746,1875.8739072785488,1743024,TCS.NS,1893.7004699707031,,37.47378187480748,0.006684478987654563,
20,2020-01-29,1859.1337890625,1887.0474171216201,1855.1645156019517,1885.3648681815184,2306761,TCS.NS,1893.3514465332032,,39.197947768382384,-0.013348857138451908,0.011846531683566041
21,2020-01-30,1844.6807861328125,1868.107547089441,1833.5928579977192,1863.7932109529756,2098567,TCS.NS,1892.7080993652344,,36.8761767276884,-0.007774052096043982,0.011930837613240416
22,2020-01-31,1793.9447021484375,1850.2899915325381,1787.516381462467,1846.0186289164892,3287223,TCS.NS,1887.6769775390626,,32.564991366648826,-0.02750399113265445,0.012407123421072374
23,2020-02-03,1814.1788330078125,1893.7351706155982,1806.1541235048762,1856.8907722391498,4728073,TCS.NS,1883.6661743164063,,34.06498950165401,0.011279127408521772,0.01278535701024065
24,2020-02-04,1818.708740234375,1843.6887090284197,1800.4591792106855,1837.0446722614088,3509339,TCS.NS,1879.6494262695312,,30.802432345974267,0.0024969463561936855,0.012786163116835251
25,2020-02-05,1852.1883544921875,1860.946375732172,1815.7322010379426,1824.9648415556894,2439322,TCS.NS,1875.1801879882812,,36.5512975857084,0.018408452940902542,0.012410041625031488
26,2020-02-06,1836.4837646484375,1876.0461053017345,1825.395835202132,1850.85042141743,2640065,TCS.NS,1871.686279296875,,36.716190175535516,-0.008478937795749042,0.011939651409788038
27,2020-02-07,1843.5595703125,1856.0279633595387,1828.4162037930555,1845.6735535221073,2083442,TCS.NS,1868.5806213378905,,44.88292074542531,0.0038529094567938404,0.0120033481986737
28,2020-02-10,1865.4761962890625,1869.8337189383997,1828.4160823398563,1847.3127947735443,2383032,TCS.NS,1867.5694519042968,,49.3188500723441,0.011888211441330121,0.0121719624554334
29,2020-02-11,1858.0987548828125,1876.5642454280887,1853.0942920068378,1866.3823669896103,1335820,TCS.NS,1865.4770141601562,,41.3300827729573,-0.003954722885730622,0.012044045835591209
30,2020-02-12,1873.0692138671875,1885.365073039182,1855.1647171781426,1856.1139554838753,1620407,TCS.NS,1863.2721740722657,,46.4696996293888,0.008056869391379173,0.012001652470964077
31,2020-02-13,1891.36181640625,1895.7193381276727,1873.2847897474635,1874.9673387437895,1645948,TCS.NS,1861.4697021484376,,51.426149591965704,0.00976611136611183,0.01216611236947117
32,2020-02-14,1884.6749267578125,1908.6626825312246,1873.2851192474182,1887.9538649992403,1500115,TCS.NS,1860.1809143066407,,52.54815835059819,-0.0035354893973397195,0.01204190645184588
33,2020-02-17,1901.1126708984375,1912.9770980968278,1889.8522087706754,1895.6765639407943,1774724,TCS.NS,1861.8124755859376,,53.27289210380973,0.00872179276502738,0.011095147124744896
34,2020-02-18,1911.898193359375,1916.428246621312,1886.2710770383237,1898.264848076973,2486223,TCS.NS,1863.9531860351562,,60.87117047058457,0.005673268410672616,0.011144264500596636
35,2020-02-19,1895.1591796875,1924.1945877448936,1890.1113203834932,1911.8987254689455,1760463,TCS.NS,1863.71376953125,,60.30312468076731,-0.008755180443192456,0.010740998658759923
36,2020-02-20,1861.031982421875,1910.733005765989,1856.2430274240503,1902.190704918684,2317278,TCS.NS,1862.2403930664063,,64.6890878037959,-0.01800756244193291,0.01142758929585987
37,2020-02-24,1825.2669677734375,1880.1452179060848,1817.8030370218212,1860.3424496397588,3092877,TCS.NS,1859.3045166015625,,52.27319821375481,-0.019217839879298704,0.012146942929252696
38,2020-02-25,1860.4716796875,1878.160463473885,1821.5132962467687,1825.3962000047557,2674567,TCS.NS,1858.7393493652344,,57.60534086897603,0.019287431666507038,0.012933264336075351
39,2020-02-26,1832.385009765625,1867.1583920457244,1823.1953469890434,1858.6160903793927,2686842,TCS.NS,1856.1442565917969,,46.321409605164156,-0.015096531824979276,0.01323453021994776
40,2020-02-27,1816.7674560546875,1829.235848850053,1800.1140717700978,1829.235848850053,2349001,TCS.NS,1854.0259399414062,,46.33639246392328,-0.0085230743690351,0.01304617962598885
41,2020-02-28,1725.8641357421875,1785.7039648637196,1717.1060111518734,1784.4096638502886,4298076,TCS.NS,1848.085107421875,,33.325043366671906,-0.050035748939441405,0.017009567331850096
42,2020-03-02,1726.856689453125,1772.2865769478046,1713.3958728156638,1755.935280716575,2667076,TCS.NS,1844.7307067871093,,29.122731543019555,0.0005751053575897558,0.01602698977369122
43,2020-03-03,1756.9700927734375,1777.5063735907988,1736.08874935179,1742.991686724958,2757585,TCS.NS,1841.8702697753906,,35.74539004944444,0.01743827585938762,0.016347102567180697
44,2020-03-04,1797.5252685546875,1807.232526496905,1747.306429599145,1774.0553181510331,3237002,TCS.NS,1840.8110961914062,,40.06804092341529,0.023082450832860868,0.017234157125065163
45,2020-03-05,1833.636474609375,1853.2235231419756,1798.2589099725126,1799.6825569678913,3937056,TCS.NS,1839.8835021972657,,42.750367321508726,0.020089401070685797,0.017334734262848397
46,2020-03-06,1826.2159423828125,1832.4285464688082,1787.5164600452229,1810.29607858088,2595027,TCS.NS,1839.3701110839843,,42.671734418621455,-0.004046893879629754,0.017253602615511798
47,2020-03-09,1701.8765869140625,1794.6779175800705,1669.6485088557376,1790.4499513569278,4940975,TCS.NS,1832.2859619140625,,30.342213254940276,-0.0680857901757852,0.02293973843949542
48,2020-03-11,1685.7840576171875,1714.7764875598261,1656.7054673280554,1667.9227439297556,6796449,TCS.NS,1823.3013549804687,,27.92148396741443,-0.009455755734941285,0.022669603256735518
49,2020-03-12,1527.145751953125,1646.696064928506,1517.2227774695693,1642.8994275382656,8728786,TCS.NS,1806.7537048339843,1847.9107397460937,21.86301985589016,-0.09410357450425388,0.030202967066866523
50,2020-03-13,1558.5975341796875,1570.4187762422782,1299.5215794726853,1456.434005911892,8029720,TCS.NS,1791.0301208496094,1841.7604052734375,26.781966062430357,0.02059514109006133,0.03070828782844747
51,2020-03-16,1463.7681884765625,1589.6173699669473,1446.0362223640063,1514.3321939432717,7844271,TCS.NS,1769.650439453125,1833.884814453125,24.55511372619104,-0.06084274074835816,0.03248331437527019
52,2020-03-17,1430.634033203125,1493.6233482959044,1400.563127817395,1492.7604809658662,5713248,TCS.NS,1746.9483947753906,1824.60615234375,19.656486641970616,-0.022636203966095447,0.03249557260374088
53,2020-03-18,1427.52783203125,1478.5664592497835,1404.532395006362,1446.8560826461996,7258778,TCS.NS,1723.2691528320313,1815.2688110351562,20.375093923544185,-0.002171205982651192,0.03219932453901796
54,2020-03-19,1422.2691650390625,1464.9454765384066,1344.3913978343421,1355.6471295025776,5135111,TCS.NS,1698.7877014160156,1805.7333203125,20.6887344275427,-0.003683757944463184,0.03196999876958351
55,2020-03-20,1562.2928466796875,1624.4821328909024,1414.1425522811655,1416.7500677432697,8547498,TCS.NS,1682.144384765625,1798.14771484375,38.67339783188046,0.09845090161733161,0.04071796836074748
56,2020-03-23,1451.2564697265625,1521.051024909597,1406.103026027143,1408.0586630591697,7003490,TCS.NS,1661.6556091308594,1789.04560546875,33.43969054598806,-0.07107270393582654,0.04301245976440948
57,2020-03-24,1480.3299560546875,1538.4340690234983,1419.2271367489232,1436.7844705752232,6350865,TCS.NS,1644.408758544922,1780.53875,33.356403783005376,0.02003332073592956,0.043532787521817225
